PG.ProteinGroups,PG.Genes,[1] Day0_1.raw.PG.Quantity,[2] Day0_2.raw.PG.Quantity,[3] Day0_3.raw.PG.Quantity,[4] Day0_4.raw.PG.Quantity,[5] Day0_5.raw.PG.Quantity,[6] Day0_6.raw.PG.Quantity,[7] Day28_1.raw.PG.Quantity,[8] Day28_2.raw.PG.Quantity,[9] Day28_3.raw.PG.Quantity,[10] Day28_4.raw.PG.Quantity,[11] Day28_5.raw.PG.Quantity,[12] Day28_6.raw.PG.Quantity,[13] Day03_1.raw.PG.Quantity,[14] Day03_2.raw.PG.Quantity,[15] Day03_3.raw.PG.Quantity,[16] Day03_4.raw.PG.Quantity,[17] Day03_5.raw.PG.Quantity,[18] Day03_6.raw.PG.Quantity,[19] Day07_1.raw.PG.Quantity,[20] Day07_2.raw.PG.Quantity,[21] Day07_3.raw.PG.Quantity,[22] Day07_4.raw.PG.Quantity,[23] Day07_5.raw.PG.Quantity,[24] Day07_6.raw.PG.Quantity,[25] Day10_1.raw.PG.Quantity,[26] Day10_2.raw.PG.Quantity,[27] Day10_3.raw.PG.Quantity,[28] Day10_4.raw.PG.Quantity,[29] Day10_5.raw.PG.Quantity,[30] Day10_6.raw.PG.Quantity,[31] Day14_1.raw.PG.Quantity,[32] Day14_2.raw.PG.Quantity,[33] Day14_3.raw.PG.Quantity,[34] Day14_4.raw.PG.Quantity,[35] Day14_5.raw.PG.Quantity,[36] Day14_6.raw.PG.Quantity,[37] Day21_1.raw.PG.Quantity,[38] Day21_2.raw.PG.Quantity,[39] Day21_3.raw.PG.Quantity,[40] Day21_4.raw.PG.Quantity,[41] Day21_5.raw.PG.Quantity,[42] Day21_6.raw.PG.Quantity
A0A087WSV0;I6LJZ7;Q9HB09,BCL2L12,9136.419922,2076.063477,4731.542969,4336.182617,2574.748047,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2611.08252,NaN,3358.261963,794.8175659,3169.138428,4825.414551,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
A0A087WSW2;A0A0G2JQ90;P17038,ZNF43,7647.612305,18769.04492,1678.393433,421.5327148,291.0361328,1252.927368,NaN,NaN,NaN,NaN,NaN,NaN,NaN,308.8415527,1131.744629,NaN,301.5433044,134.9367065,NaN,2933.904297,1462.049683,256.7303772,1833.419434,2531.336914,544.7081299,2555.827148,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
A0A087WSW8;A0A5F9ZHY0;D6RA20;Q9UN74,PCDHA4,5514.628906,5262.008789,4252.062988,4624.88623,3671.17749,2959.863281,53682.55469,55751.01563,43690.24219,52422.74609,45636.71094,48711.77344,3565.881348,3998.980713,3043.175537,2198.583008,4827.482422,3527.22168,16007.72461,16212.08496,15773.19336,16144.1709,14154.04395,11657.74023,18406.56641,17805.92383,16969.75781,17580.82031,15775.49902,17883.68359,29332.21289,29115.15234,25796.2832,23969.54102,25222.45898,21759.29883,41693.18359,36657.32422,43192.08984,44094.98438,44503.74219,48209.23047
A0A087WSW9;A0A087WSY9;A0A182DWI3;E9PIR7;F8W809;Q16881,TXNRD1,123977.9141,139213.7031,140424.7031,119920.3828,137337.7031,137031.375,193626.5469,196042.5625,166667.7656,216230.2344,191205.1094,220534.0938,114684.1406,122098.6563,142623.4375,124132.625,93746.14063,140152.2031,91175.21875,109572.125,128755.7422,107459.5625,109888.0469,90583,135252.6719,139753.4375,146403.6094,136265.9219,132831.3906,137519.5625,153857.0781,152135.6875,149116.3906,149516.3281,153962.2344,148196.7344,158286.7656,163581.375,168307.9688,176597.6406,166920.9688,165346.2031
A0A087WSZ7;A0A1B0GW84;Q08499,PDE4D,4726.02002,4530.287109,4927.281738,4857.837891,NaN,1212.837158,6633.847168,8139.611328,1406.197632,7740.29248,6388.199707,10915.1123,355.9907227,931.4118652,250.9222717,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1451.101563,1932.14209,2362.278076,2635.053955,1270.296509,2914.411621,5058.452637,5214.204102,7641.516602,5096.964844,6308.037109,4603.260254,8936.171875,7406.942383,8906.99707,7311.006348,9911.256836,11418.29883
A0A087WT12;A0A087X2I2;K7ERP4;P36969,GPX4,86224.6875,80852.26563,75181.69531,73358.20313,94489.41406,80087.07031,128162.1641,129337.1172,120806.4922,131008.8672,136284.1406,125844.5391,48166.04688,49406.09766,48257.60938,50611.67969,53642.17578,49394.38672,58052.66797,69339.94531,72585.95313,66733.75781,71609.22656,64681.87891,96826.51563,93597.99219,93473.25781,95838.95313,100832.8984,97305,108030.8672,110234,107841.9297,104299.4375,105427.4141,108409.9688,101283.3516,107708.7578,101646.7656,103884.0391,103156.5156,98704.30469
A0A087WT18;Q96A73,KIAA1191,626.4271851,NaN,1112.262939,770.7807617,1328.598389,1155.50647,2774.855225,2365.917236,NaN,1519.489624,1319.180054,3164.79834,2298.9375,1862.936523,NaN,NaN,1385.633423,1006.305664,NaN,NaN,NaN,2343.380127,1972.94165,1106.792969,1943.148804,634.8013306,1129.094727,438.61203,NaN,NaN,1159.84082,2064.300293,1612.199097,2186.609863,1055.479858,1667.642578,1440.423706,2032.341675,1768.313721,1697.729126,2089.99585,1848.638672
A0A087WT20;Q9NV06,DCAF13,48167.58594,50484.06641,47274.95313,48362.62109,46800.42578,50833.19922,6395.456543,7225.551758,6625.305176,6890.500977,6246.147949,6037.98877,29145.51367,23506.07031,26361.43945,26764.19336,22771.16602,28168.07422,15863.11328,19094.9707,19291.40625,18612.81641,16857.08203,17895.60352,10852.1709,9344.582031,5927.955078,12374.06934,8127.380371,9543.334961,8247.891602,7436.92041,8774.594727,10417.28027,7947.928223,7720.367676,9486.182617,8445.463867,9072.192383,7928.543457,8768.438477,8243.101563
A0A087WT23;A0A087WV67;O00124,UBXN8,11131.94531,9966.848633,9263.144531,11020.27832,11323.40234,6242.47168,2009.661255,NaN,1.178592563,753.2183838,1097.362915,1235.075439,6789.677734,4887.510742,3977.549561,4610.685059,6795.307129,3575.196289,522.1851196,589.9646606,933.9284668,1657.760986,1060.418213,NaN,1338.186401,910.2558594,NaN,846.2398682,554.3492432,1210.317017,1310.911743,1079.196777,1077.152832,NaN,NaN,819.1401367,1857.482422,NaN,658.8467407,598.8446655,522.4622803,699.3875122
A0A087WT30;Q8N5I9,C12orf45,76480.30469,65173.87891,59690.01172,69764.79688,65748.96094,66731.24219,14176.97461,9044.410156,6166.143555,7744.98877,12350.11133,11349.88574,34130.64844,35261.89453,26288.71289,31506.71094,42071.76563,23872.01367,6460.729492,6127.97998,7023.859375,8851.226563,10315.2627,6516.520508,9732.21875,6951.089844,6930.268066,7190.835938,7715.657715,7191.744141,6999.898438,7230.992188,6807.212891,7850.596191,7197.481934,5874.882813,8113.044922,8110.983887,9029.814453,6351.572266,8147.811035,7683.758789
A0A087WT42;H0Y7M6;Q5VVV3;Q5VVV4;Q5VVV5;Q5VVV6;Q5VVV9;Q5VVW0;Q9NY64,SLC2A8,NaN,2099.612549,6564.076172,NaN,NaN,4848.581055,NaN,NaN,NaN,NaN,NaN,NaN,1607.731445,NaN,325.3035278,NaN,NaN,1984.998901,NaN,2112.981445,NaN,NaN,1188.944702,1619.474976,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
A0A087WT53,MAGI1,6067.586914,7279.111816,7813.837402,3433.212891,5949.963867,5025.585449,NaN,6.187492847,6.71232748,681.7801514,NaN,NaN,NaN,1043.58313,372.3123779,NaN,NaN,NaN,598.9353027,2.868882179,942.6497192,NaN,420.6030579,1.484945893,NaN,NaN,NaN,NaN,NaN,1.991279125,NaN,NaN,1.098980427,NaN,440.3495789,NaN,3.532282829,1.55452168,NaN,547.0011597,NaN,NaN
A0A087WT64;Q07820,MCL1,2955.752197,2244.416504,2432.749023,2848.924316,2200.848633,1868.129883,NaN,NaN,NaN,NaN,NaN,NaN,303.0566711,NaN,433.9525757,810.3554688,301.7737122,161.8757782,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,175.4622192,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
A0A087WT67;O14628,ZNF195,16223.5166,18414.90234,17197.22266,18269.12695,17242.56836,18739.17773,3981.498047,1782.179443,4015.179199,3243.726807,3663.033691,2554.400635,9364.227539,7904.373047,10929.34277,8166.053223,9717.806641,12559.13574,5458.317383,5242.716797,6278.710449,4984.602539,4701.054688,4509.755371,2803.649414,3488.61377,2286.126221,3059.208984,2002.761719,3010.235352,2795.651611,2599.794678,3704.135742,2471.725586,2619.678223,2069.838623,3824.33667,3585.253662,3885.266113,3447.734619,2852.891113,3958.070068
A0A087WT84;Q9H9V9,JMJD4,1283.328369,1337.630249,2032.543457,907.4685669,1546.937012,1372.756592,7650.352539,1517.976196,3165.114014,2095.908691,590.6266479,NaN,1497.646484,623.2796021,1207.882935,NaN,NaN,2621.164307,1.641540289,480.3560181,NaN,642.4093628,NaN,NaN,NaN,913.6607056,399.0184326,1007.560242,NaN,NaN,NaN,457.8701477,NaN,NaN,993.3554688,NaN,NaN,382.7918701,NaN,NaN,NaN,NaN
A0A087WT87;A0A087X0U3;P43003,SLC1A3,2764.112061,1183.187256,2024.469482,2821.848145,1644.474731,1514.375122,9291.240234,9245.995117,6251.058594,10342.29199,11665.09668,10000.4668,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8186.072266,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,605.9025879,NaN,727.1912231
A0A087WT95;A0A087X0W7;P49753;Q86TX2,ACOT2;ACOT2;ACOT2;ACOT1,5176.017578,4774.996094,8075.814941,4398.477051,6770.089355,5012.616699,17052.48438,12111.46289,9556.325195,14339.48438,14577.43066,15971.74219,7821.600586,5212.46582,4122.320313,8281.904297,3204.104736,7227.773926,2911.588379,4097.42334,6852.09668,5331.775391,5420.685547,4456.21875,8677.547852,7933.35791,7363.247559,6935.179199,2726.700195,9047.892578,10519.20801,10401.73438,9567.71582,10752.08105,10445.0957,6722.253906,12623.19922,10808.38086,12719.63672,11754.46387,12332.69531,12799.31543
A0A087WT99;E9PIP1;E9PLB3;E9PLC5;E9PPB5;E9PQS1;E9PR95;E9PSC3;Q9H0W9,C11orf54,1727.133301,NaN,251.3831329,663.2850952,532.6275024,1004.070129,575.8418579,1590.313232,NaN,NaN,NaN,922.1057739,774.420105,752.696228,175.1199188,NaN,246.3596802,542.8349609,NaN,NaN,308.2914429,1378.859009,NaN,379.5457764,1857.200317,417.9039001,760.9908447,1861.353638,NaN,NaN,1029.222656,291.2797241,1512.231689,819.2839966,428.4763184,712.8803711,257.6098022,376.1935425,288.2376099,1024.175293,NaN,1013.973755
A0A087WTA5,EIF2B4,45888.44141,35516.69922,41002.88281,43513.01953,41669.91406,40244.59766,57223.71094,57661.5625,90437.58594,57312.17578,55061.35156,56991.86328,40473.60547,36824.38672,36774.57813,50227.37109,37423.40234,39813.19531,32822.30469,36736.94531,33433.82813,37940.47266,39358.03906,42196.70703,41596.01563,46336.59766,44445.10547,44310.94141,47610.33594,48918.35547,45023.51563,49316.59375,46101.46875,48353.67188,45114.51172,43339.76172,47812.71484,47043.71094,52723.54297,50446.66797,55884.35938,51374.54297
A0A087WTA8;P08123,COL1A2,4189.798828,2360.987305,2869.17041,4137.029297,3409.156006,2012.644897,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,291.6127014,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
A0A087WTF1;Q6IPU0,CENPP,4677.836426,6554.832031,8628.543945,7021.012695,7106.828125,5990.780273,NaN,NaN,NaN,NaN,NaN,NaN,6884.722168,10091.64063,12370.25684,12769.2627,9273.787109,5700.61377,4380.325195,3624.586914,NaN,1586.087036,NaN,NaN,3846.074219,NaN,NaN,2491.971191,NaN,1349.536499,NaN,NaN,NaN,4303.591309,NaN,NaN,692.4495239,NaN,1277.560791,2551.122559,4855.618164,NaN
A0A087WTI0;A0A087WTQ9;A0A0A0MRC2;Q8WY21,SORCS1,594.0214844,645.8538208,302.7939453,256.1218262,NaN,NaN,4806.855957,6624.524414,9993.439453,9937.56543,9797.828125,8933.628906,2150.126709,NaN,1416.238281,378.3249207,NaN,2738.714355,1371.233032,NaN,NaN,1261.969238,NaN,498.0248108,1432.726929,2010.984741,1326.4823,1770.769897,1831.852051,1029.056396,5891.663086,6081.611328,6250.893555,5070.596191,6104.400391,5236.97168,6257.648438,6578.816406,7197.951172,8026.954102,8453.240234,7975.759277
A0A087WTI3;A0A087WXF6;F5GXJ1;F5H5N1;O75251,NDUFS7,19432.69141,17893.9707,20503.84375,25767.94336,16102.37891,19964.39648,53374.19531,54219.77344,61667.88672,52484.55469,56412.44922,54073.03516,23372.8418,13579.54883,16720.50586,22442.58984,16920.56055,20166.79883,48985.00391,40980.14063,40609.32031,38749.91406,39015.01953,50308.83594,37625.79688,36893.48828,38243.625,38052.41016,39396.46875,34708.71094,37715.46094,36683.97656,45308.53125,38450.91016,39594.47656,43220.01563,44665.125,43768.25391,42870.26172,40498.84766,41485.13672,41443.46484
A0A087WTP3;Q92945,KHSRP,218825.3438,153725.75,157539.5313,153751.0781,143895.9375,128508.7422,116390.6016,132583.8125,94698.98438,126189.7422,139246.3594,116262.7344,179954.2031,157139.3281,111614.6797,143264.5156,195073.4063,114628.8125,144128.3906,112495.8672,106060.7188,92234.71094,141498.6719,112818.25,161332.5625,138724.25,183979.9219,126436.6719,184684.5313,153619.2656,153390.2031,157033.875,158288.6406,149551.7188,157565.1719,136792.7969,124456.4375,120891.2031,117235.8438,119459.5703,125941.6953,118419.0859
A0A087WTQ6;F8W6X9;Q7Z5N4,SDK1,850.6928101,5535.190918,582.8834839,764.1653442,746.9041138,554.1345825,10813.97461,10608.73438,8519.761719,13273.36133,9156.733398,12338.77441,4598.842773,5292.442383,4867.144043,4429.04541,5501.925293,5555.138184,46521.68359,45621.24609,41982.25,39725.38672,38851.05859,41019.19922,32657.43359,32410.25977,30781.63867,34103.93359,25978.11914,32211.60352,24683.84766,23976.09961,23136.16016,23113.82227,23140.79883,25129.89063,19022.60352,19208.66602,19322.36328,18021.76758,19104.19141,19573.68359
A0A087WTT1;P11940,PABPC1,1183461.5,1180364.75,1201191.375,1266593.125,1237692.125,1270843.125,478126.3125,483197.4688,548953,504558.875,431676.75,487903.0938,701844.75,726514.875,743065,870361.9375,808024.25,780870.625,585785.125,557850.8125,574755.375,568315.375,560721.875,483890.5625,537660.3125,523699.125,470995.9375,540762.875,417865.7813,546957.1875,506247.6563,507486.2188,528773.0625,513565.2188,523606.5625,488782.8125,481868.625,448939.0313,499025.8125,480915.2188,486376.5313,501351.6563
A0A087WTT8;A0A0A0MQX5;O94779,CNTN5,18313.75781,9871.571289,383.5519714,21377.76172,2821.890625,NaN,5166.881348,14559.58789,22169.14453,30153.29688,18070.48828,13846.33887,NaN,982.9074097,NaN,NaN,2436.734863,10490.16309,7563.274414,NaN,254.7129974,3685.688965,NaN,2925.259277,5193.216309,3315.412109,7339.856934,2799.363037,3405.586426,7706.710938,4326.47168,5614.576172,6266.914551,7469.983887,9718.724609,12295.46484,14395.2207,18775.4668,6630.953613,8129.98291,24793.58594,7092.689453
A0A087WTT9;A0A087WX43;A0A096LNJ4;A0A1B0GVW6;D6RE84;Q9NP73,ALG13,1059.080688,NaN,NaN,374.9039307,NaN,NaN,1.16852057,1.29238987,NaN,NaN,1.210798621,NaN,NaN,NaN,NaN,NaN,215.7214508,503.1575928,659.8441772,861.4795532,685.9101563,409.0219421,NaN,0.970214665,593.4613647,213.2165833,NaN,NaN,573.5863647,495.0199585,589.7850952,116.8348618,300.809082,0.780013025,NaN,0.916846514,663.8971558,438.4440918,847.2159424,422.9066772,NaN,919.2941895
A0A087WTU9;Q8TCU4,ALMS1,16976.67578,13080.45703,13507.71484,17814.33594,12242.82715,13224.92773,4091.105469,7955.316895,39619.29688,20792.32813,22527.18945,18687.33398,7719.472656,9207.295898,5771.182617,8355.089844,13739.61523,8271.916016,6599.144531,6621.966309,4890.834961,7072.354492,4698.231934,4013.823486,2370.64209,3499.608398,4535.990234,4112.466797,5559.160645,5996.440918,6841.813477,5620.081543,3253.974365,4761.937012,3679.37207,2730.985596,1999.326782,15038.13379,2870.711914,4490.53418,3893.354004,4746.436523
A0A087WTV1;A0A2R8Y362;A0A2R8Y5R1;A0A2R8Y690;A0A2R8YD49;A0A2R8YEX0;A0A2R8YFT0;A0A2R8YG59;A0A2R8YG95;Q9H1P3,OSBPL2,13974.67871,11267.64355,15794.61523,14445.95313,11554.55859,11526.24316,20593.28516,20719.98438,14181.15625,23083.79688,17694.17188,25951.92188,8329.442383,8909.276367,9734.157227,7122.908691,9299.986328,11858.64063,9942.603516,15875.63184,18959.75391,16127.75879,14248.37305,10429.59766,16587.4043,18084.11328,14389.90332,19953.13672,7430.727051,14472.70117,17702.24805,21302.28906,14310.87109,16468.28516,10990.29297,10175.04395,16597.76172,17053.04883,20476.95898,8798.888672,18888.09961,14795.37695
A0A087WTW0;A0A087WVR3;Q96T88,UHRF1,251139.8125,276713,256132.6563,263801.625,265455.5313,262315.0625,45204.09766,57753.98047,26932.93164,47760.15625,40139.37891,49033.89844,389652.75,353927,395918.0938,365663.75,374032.25,363531.3125,31402.95313,49205.0625,55045.92969,54793.87109,55934.44922,43794.12109,38484.77734,34329.46875,28067.38477,36701.45703,37058.57422,32806.82813,35757.71484,23394.26953,30897.34766,41410.85156,38244.55469,35204.37109,37034.52734,48925.98438,41596.77734,37413.08594,48975.58984,44296.48828
A0A087WTW3;B4DLR6;B4DQ29;D6RIG4;Q9HCL0,PCDH18,1205.207153,NaN,1838.867798,723.03125,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,30831.2793,NaN,NaN,65016.35938
A0A087WTW5;Q9UKL3,CASP8AP2,39471.04297,38510.14453,3493.167969,3773.536621,2342.16333,5526.60498,3868.272705,NaN,NaN,8508.255859,16547.47266,1750.927368,21223.22852,19117.83984,19644.12695,11123.87988,17495.52539,36913.77734,10310.66113,NaN,16740.33594,19205.41016,16717.35742,36604.4375,14952.06934,12073.28613,7523.611328,14212.43652,6671.047363,14414.12305,13396.60645,2387.355713,9959.911133,NaN,5972.353027,NaN,7411.891113,NaN,9239.5,5071.676758,5926.528809,6760.447754
A0A087WTY7;A0A087WWR5;Q9H227,GBA3,NaN,NaN,NaN,NaN,NaN,NaN,6567.038574,2060.26416,1775.012451,4952.348633,2524.987305,4428.58252,NaN,NaN,NaN,NaN,NaN,NaN,1198.37793,845.135498,3056.758301,1272.302246,1654.263672,1647.390015,1923.467773,1887.6698,938.9997559,2548.054688,2725.125732,1381.945801,2835.226074,3245.818848,3515.570068,6167.267578,3739.73999,4255.502441,7323.313477,5221.285645,6781.182617,6428.432129,6034.734863,6007.020996
A0A087WTY9;Q96HT8;Q9Y605,MRFAP1;MRFAP1L1;MRFAP1,50161.57422,22747.26172,23417.19141,2332.810059,17966.0332,11077.30566,NaN,NaN,NaN,3115.416748,NaN,3317.927002,6304.589844,1491.345703,2117.0625,15150.94336,1233.355957,1960.199341,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1640.592896,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
A0A087WU05;A0A087WY48;Q8IY22,CMIP,13969.68945,20138.26758,18865.00977,8294.918945,16688.48242,16866.96094,26119.87109,28688.54102,35176.16797,28929.53906,24532.51367,26198.91016,11830.52246,11609.89746,14725.44141,11188.65332,5847.643066,11276.30859,14835.28418,11302.99512,12432.23926,12526.34863,11403.09668,13985.67773,26440.52344,24623.05859,28189.09766,23755.7207,16892.20313,24101.66992,27655.26758,24671.07617,25907.80859,27053.33203,28221.14258,24536.48242,24842.63477,23247.94531,26162.34961,27035.71875,27425.39844,23129.67969
A0A087WU28;A0A0B4J2C1;M0R176;Q4U2R6,MRPL51,2220.804932,1552.439331,1619.443726,1710.753662,2091.531982,738.1019897,248.1914368,1.952363372,2.29891634,1.831012726,NaN,NaN,3021.038574,3958.845703,1082.387329,425.2098083,1416.402588,2180.288574,2744.468262,531.47052,898.9732056,2651.621094,1228.235474,1225.853271,1970.715454,NaN,2633.199707,973.8768921,1442.678223,1156.405029,939.5966797,1662.72583,NaN,1723.0271,NaN,597.4143066,1308.419556,NaN,1298.8479,1025.440308,1062.636597,1259.450684
A0A087WU53;Q9H0U3,MAGT1,40726.82422,69775.25781,97856.40625,90862.05469,88628.0625,87713.5,20746.93164,31826.94922,19115.96289,23239.38086,25590.4375,21826.91016,70618.78125,63279.21484,75818.07031,76667.125,71406.96875,73858.26563,66940.17969,58762.00391,60815.52734,60323.59375,52580.01563,46069.39453,33155.57031,18788.80273,19875.98047,25476.35352,19387.21094,20793.00781,2966.466553,12059.41016,13549.53711,14891.64355,11904.28418,16587.80078,10925.32227,21168.96289,6762.333496,7129.060059,15390.69922,19054.5332
A0A087WU78;A0A087WWC4;Q6T4R5,NHS,1893.900024,1190.000488,862.489563,917.5793457,770.8689575,1051.780151,NaN,NaN,NaN,NaN,NaN,NaN,495.2472229,320.3596802,NaN,NaN,601.7007446,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1106.671997
A0A087WUB9;Q8WYA6,CTNNBL1,44247.65234,44853.00391,42869.60547,42196.47266,42419.70313,38666.59375,17717.7793,18996.82227,13345.29199,20162.22656,16495.08203,18329.67188,50564.06641,46492.80469,50867.23047,46639.85938,41071.29688,50461.54688,17712.7832,23879.62891,32271.91016,34102.90234,30408.22266,21575.37891,24660.43359,24832.68164,20634.52344,24593.42578,14810.65332,25317.14258,21954.83984,22734.23633,24233.73828,23066.50391,24932.16602,21204.65039,21659.95508,18843.4668,19842.38867,18089.33594,18813.19141,19084.14648
A0A087WUC6;E9PL01;Q15005,SPCS2,142859.9063,157476.5625,155713.5156,176085.5,161594.6094,167033.3281,206300.4375,205508.8125,230901.0313,215421.9375,188438.0156,214885.0625,154201,109463,123835.3359,73942.89844,27322.53711,139348.0625,304922.7813,257453.4688,297410.9063,238766.2031,248217.4531,182051.4531,222524.1406,188630.1875,175374.3594,176015.6563,198150.8281,196386.1094,213072.8906,235349.9219,253241.0781,248882.1719,253819.9063,152049.2188,228090.4531,239514.5,254701.7656,138373.3906,177052.4688,193947.3906
A0A087WUC8;K7EKC0;K7EP30;K7ERK3;Q68CL5,TPGS2,5762.245117,4244.723633,3176.185059,4510.26416,3617.347656,7772.310547,20774.96875,7964.709961,2302.919189,11999.58789,7158.076172,5868.105469,5523.800293,5201.696777,3005.529785,358.842041,1768.294922,2845.149658,5429.210449,3733.637451,2615.655518,4356.79248,2585.779297,5203.44043,7491.36084,7527.999512,8619.961914,7283.80957,3562.80957,10158.78027,5616.812988,7504.208496,3903.648193,4990.219238,5071.458008,4869.291016,9353.766602,11905.5127,5467.199707,8335.571289,10922.98145,11870.43652
A0A087WUE4;C9JMY0;Q96PV6,LENG8,27964.49414,30028.67188,32549.66797,22904.13281,26197.80859,25710.25391,9921.625,12241.8916,13132.89258,11235.43066,13814.52539,13677.87305,42971.41797,43723.12891,32937.36328,37907.93359,31584.99609,41772.60938,29527.67383,21277.26758,32130.70508,26909.93555,26513.31445,21582.79688,18522.84375,17160.08984,15831.9375,17826.13672,15589.74023,16111.97656,15570.19531,12225.80957,14199.07617,15379.38867,14811.5127,13143.75098,16562.50977,12401.3418,13713.27344,13344.16211,14457.95605,14221.96094
A0A087WUH1;A0A0A0MS35;Q7Z4K8,TRIM46,4629.894531,1926.428101,3459.99292,4239.956055,3287.481689,3171.222168,60796.01563,59067.91016,56181.30078,57712.40234,59889.68359,57110.17188,2111.480469,1847.400513,1427.823853,151.5595703,2943.65332,952.3416138,5325.584961,5911.67041,6810.779785,7591.140137,7488.598145,6041.594727,21123.39648,20614.45117,20548.15625,19404.66602,16647.24805,20213.36914,37818.09766,37814.74609,38343.92969,36470.11719,37355.52734,39228.13672,44578.82422,46403.58984,45566.30469,47738.06641,45680.11328,48365.67969
A0A087WUJ3;C9JQ16;G5E9H5;Q9Y5X0,SNX10,4276.436523,2526.858887,4048.769043,5071.779785,2401.15332,2728.806641,NaN,2193.946777,NaN,NaN,NaN,1867.680176,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,736.3657837,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
A0A087WUK2;O14979,HNRNPDL,137852.0313,214267.2656,191724.0625,128628.4688,183269.6875,205268.9375,154037.5469,170967.6406,168750.4688,168152.0781,157493.75,183183.4063,249497.7344,252659.8281,180762.2969,189484.5156,141576.4375,147221.1719,285883.8438,246736.25,169138.6719,233165.9688,233906.3906,277324.3438,171845.2031,170968.5781,235365.375,172753.9375,169127.0781,203499.0313,155569.6406,155606.9531,153594.7656,166395.2813,164321.5156,176316.1563,134711.9219,154814.7188,127044.8281,160863.4688,147916.9219,145904.4375
A0A087WUK8;P0CK96;P0CK97,SLC35E2B;SLC35E2B;SLC35E2A,43388.41406,NaN,36472.77344,3018.876465,3413.829834,2810.115967,269415.4688,230242.4063,NaN,315159.0313,286511.9375,NaN,3565.947998,24949.95117,33548.09375,NaN,NaN,2952.176758,5188.50293,1738.802002,7691.03125,94017.30469,75847.17969,NaN,NaN,34638.50781,122186.7656,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8669.061523,NaN,10144.20703,NaN,NaN,9935.767578,NaN,NaN
A0A087WUL4;A0A087WX23;A0A087WXK2;Q86TG7,PEG10,5436.914063,2449.157959,3134.105957,3049.669434,2985.051758,2275.843018,2774.305176,9843.333008,NaN,NaN,NaN,20497.75781,2158.380371,970.3942871,2745.578613,NaN,1710.407471,2938.477539,NaN,NaN,NaN,NaN,11767.55371,4633.060547,NaN,NaN,831.5426636,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,577.7269897,22936.06055,NaN,NaN,NaN,NaN,NaN
A0A087WUN7;G3V2S9;G3V4X6;H0YJ40;H0YJW7;Q9GZT3,SLIRP,27365.65625,28606.61328,23406.68359,17878.45508,27010.68164,24332.7168,19145.02344,30688.99219,23902.48633,21644.7207,16709.125,17776.66797,13898.81836,15132.23633,17095.5,18161.80078,16816.45703,18722.12109,14594.34766,15962.61914,20165.92969,15752.24805,16723.14648,1558.640137,20226.6582,14435.42285,13402.26367,14726.20605,8509.270508,16986.56445,18257,10813.8916,17745.86523,3794.154785,22565.03711,16387.95508,12326.24219,14832.60742,11113.03809,15913.01855,14170.85254,15877.61426
